alert_id,symbol,direction,entry,exit,outcome,mfe,mae,r,regime,risk_score,phase2_action
REPLAY_002959,ESM6.CME@RITHMIC,LONG,7371.75,7371.75,NO_EXIT,0.0,-2.25,0.0,BALANCE,0.4561439863953981,HOLD
REPLAY_002960,ESM6.CME@RITHMIC,LONG,7370.5,7370.5,NO_EXIT,1.0,-1.0,0.0,BALANCE,0.43506202794695603,HOLD
REPLAY_002961,ESM6.CME@RITHMIC,SHORT,7371.0,7371.0,NO_EXIT,-0.5,1.5,0.0,BALANCE,0.4049582450661205,HOLD
REPLAY_002962,ESM6.CME@RITHMIC,SHORT,7371.5,7371.5,NO_EXIT,0.0,2.0,0.0,BALANCE,0.33403255711038143,HOLD
REPLAY_002963,ESM6.CME@RITHMIC,SHORT,7371.25,7371.25,NO_EXIT,0.0,1.75,0.0,BALANCE,0.624164048722778,HOLD
REPLAY_002964,ESM6.CME@RITHMIC,SHORT,7371.0,7371.0,NO_EXIT,-0.25,1.5,0.0,BALANCE,0.395520913220806,HOLD
REPLAY_002965,ESM6.CME@RITHMIC,LONG,7370.25,7370.25,NO_EXIT,0.75,-0.75,0.0,BALANCE,0.27753989271195956,HOLD
REPLAY_002966,ESM6.CME@RITHMIC,SHORT,7370.0,7370.0,NO_EXIT,-1.0,0.75,0.0,BALANCE,0.5019428825883461,HOLD
REPLAY_002967,ESM6.CME@RITHMIC,SHORT,7370.75,7370.75,NO_EXIT,-0.25,1.5,0.0,BALANCE,0.7600975441692912,HOLD
REPLAY_002968,NQM6.CME@RITHMIC,LONG,28576.75,28582.75,TARGET1,6.0,-0.75,1.5,BALANCE,0.7763831650718275,HOLD
REPLAY_002969,ESM6.CME@RITHMIC,LONG,7370.5,7370.5,NO_EXIT,0.5,-1.25,0.0,BALANCE,0.5372971984875432,HOLD
REPLAY_002970,NQM6.CME@RITHMIC,SHORT,28576.5,28580.5,STOP,-4.25,0.5,-1.0,BALANCE,0.537679274437317,HOLD
REPLAY_002971,ESM6.CME@RITHMIC,SHORT,7370.25,7370.25,NO_EXIT,-0.75,1.0,0.0,BALANCE,0.393270804732096,HOLD
REPLAY_002972,ESM6.CME@RITHMIC,SHORT,7369.75,7369.75,NO_EXIT,-1.25,0.5,0.0,BALANCE,0.5313230763312182,HOLD
REPLAY_002973,ESM6.CME@RITHMIC,SHORT,7370.5,7370.5,NO_EXIT,-0.5,1.25,0.0,BALANCE,0.2803717057850418,HOLD
REPLAY_002974,ESM6.CME@RITHMIC,LONG,7370.75,7370.75,NO_EXIT,0.25,-1.5,0.0,BALANCE,0.6877450905306812,HOLD
REPLAY_002975,ESM6.CME@RITHMIC,LONG,7370.25,7370.25,NO_EXIT,0.5,-1.0,0.0,BALANCE,0.4699568460485371,HOLD
REPLAY_002976,NQM6.CME@RITHMIC,SHORT,28581.5,28575.5,TARGET1,-3.25,6.0,1.5,BALANCE,0.6259965589296093,HOLD
REPLAY_002977,ESM6.CME@RITHMIC,LONG,7370.0,7370.0,NO_EXIT,0.75,-0.75,0.0,BALANCE,0.45677749702672193,HOLD
REPLAY_002978,ESM6.CME@RITHMIC,SHORT,7369.75,7369.75,NO_EXIT,-1.0,1.0,0.0,BALANCE,0.35149919569482874,HOLD
REPLAY_002979,ESM6.CME@RITHMIC,SHORT,7370.0,7370.0,NO_EXIT,-0.75,1.25,0.0,BALANCE,0.4412659953897336,HOLD
REPLAY_002980,ESM6.CME@RITHMIC,SHORT,7369.75,7369.75,NO_EXIT,-1.0,1.0,0.0,BALANCE,0.537505133328299,HOLD
REPLAY_002981,ESM6.CME@RITHMIC,SHORT,7369.5,7369.5,NO_EXIT,-1.25,0.75,0.0,BALANCE,0.31119102356643774,HOLD
REPLAY_002982,ESM6.CME@RITHMIC,LONG,7369.5,7369.5,NO_EXIT,1.25,-0.75,0.0,BALANCE,0.47601125521790183,HOLD
REPLAY_002983,ESM6.CME@RITHMIC,LONG,7370.5,7370.5,NO_EXIT,0.25,-1.75,0.0,BALANCE,0.781612276877869,HOLD
REPLAY_002984,ESM6.CME@RITHMIC,LONG,7370.25,7370.25,NO_EXIT,0.5,-2.0,0.0,BALANCE,0.7385653193673488,HOLD
REPLAY_002985,NQM6.CME@RITHMIC,SHORT,28580.0,28584.0,STOP,-4.0,3.5,-1.0,BALANCE,0.6312787027188228,HOLD
REPLAY_002986,NQM6.CME@RITHMIC,LONG,28578.0,28584.0,TARGET1,6.0,-1.5,1.5,BALANCE,0.7403298518131024,HOLD
REPLAY_002987,ESM6.CME@RITHMIC,SHORT,7370.5,7370.5,NO_EXIT,-0.25,3.0,0.0,BALANCE,0.6133783633350439,HOLD
REPLAY_002988,NQM6.CME@RITHMIC,SHORT,28578.5,28582.5,STOP,-4.0,2.0,-1.0,BALANCE,0.7677675991207228,HOLD
REPLAY_002989,ESM6.CME@RITHMIC,SHORT,7370.5,7370.5,NO_EXIT,-0.25,3.0,0.0,BALANCE,0.7718139775893783,HOLD
REPLAY_002990,ESM6.CME@RITHMIC,LONG,7370.75,7370.75,NO_EXIT,0.0,-3.25,0.0,BALANCE,0.47063380392230236,HOLD
REPLAY_002991,NQM6.CME@RITHMIC,SHORT,28585.0,28579.0,TARGET1,-1.75,6.25,1.5,BALANCE,0.2632699533131818,HOLD
REPLAY_002992,NQM6.CME@RITHMIC,SHORT,28585.0,28579.0,TARGET1,-1.75,6.25,1.5,BALANCE,0.7950518518868214,HOLD
REPLAY_002993,NQM6.CME@RITHMIC,LONG,28580.75,28576.75,STOP,1.25,-4.0,-1.0,BALANCE,0.588467530560817,HOLD
REPLAY_002994,NQM6.CME@RITHMIC,SHORT,28578.25,28572.25,TARGET1,-3.0,6.0,1.5,BALANCE,0.41430491995625146,HOLD
REPLAY_002995,ESM6.CME@RITHMIC,SHORT,7369.5,7369.5,NO_EXIT,-1.0,2.0,0.0,BALANCE,0.7154724697102837,HOLD
REPLAY_002996,NQM6.CME@RITHMIC,LONG,28577.25,28573.25,STOP,2.75,-4.0,-1.0,BALANCE,0.35430987987330226,HOLD
REPLAY_002997,ESM6.CME@RITHMIC,SHORT,7369.25,7369.25,NO_EXIT,-1.25,1.75,0.0,BALANCE,0.5334200387583306,HOLD
REPLAY_002998,ESM6.CME@RITHMIC,LONG,7369.25,7369.25,NO_EXIT,1.25,-1.75,0.0,BALANCE,0.7901647698189763,HOLD
REPLAY_002999,NQM6.CME@RITHMIC,SHORT,28578.75,28572.75,TARGET1,-0.75,6.0,1.5,BALANCE,0.4373716608411078,HOLD
REPLAY_003000,ESM6.CME@RITHMIC,LONG,7368.0,7368.0,NO_EXIT,2.5,-0.5,0.0,BALANCE,0.8249247578809777,HOLD
REPLAY_003001,ESM6.CME@RITHMIC,SHORT,7368.0,7368.0,NO_EXIT,-2.5,0.5,0.0,BALANCE,0.27296203547637465,HOLD
REPLAY_003002,ESM6.CME@RITHMIC,SHORT,7367.75,7367.75,NO_EXIT,-2.75,0.25,0.0,BALANCE,0.5671941473375808,HOLD
REPLAY_003003,ESM6.CME@RITHMIC,SHORT,7368.0,7368.0,NO_EXIT,-2.5,0.0,0.0,BALANCE,0.8149883530824666,HOLD
REPLAY_003004,ESM6.CME@RITHMIC,SHORT,7368.5,7368.5,NO_EXIT,-2.0,0.5,0.0,BALANCE,0.3565524752236156,HOLD
REPLAY_003005,ESM6.CME@RITHMIC,SHORT,7369.0,7369.0,NO_EXIT,-1.5,1.0,0.0,BALANCE,0.26555911739445914,HOLD
REPLAY_003006,NQM6.CME@RITHMIC,SHORT,28578.5,28572.5,TARGET1,-2.0,6.0,1.5,BALANCE,0.8217595764604063,HOLD
REPLAY_003007,ESM6.CME@RITHMIC,SHORT,7370.25,7370.25,NO_EXIT,-0.25,2.5,0.0,BALANCE,0.32839227649415104,HOLD
REPLAY_003008,ESM6.CME@RITHMIC,LONG,7369.75,7369.75,NO_EXIT,0.5,-2.0,0.0,BALANCE,0.8317299673298032,HOLD
REPLAY_003009,NQM6.CME@RITHMIC,SHORT,28577.5,28571.5,TARGET1,-3.0,6.0,1.5,BALANCE,0.8273964233912492,HOLD
REPLAY_003010,NQM6.CME@RITHMIC,SHORT,28577.25,28571.25,TARGET1,-3.25,6.0,1.5,BALANCE,0.451915687566514,HOLD
REPLAY_003011,NQM6.CME@RITHMIC,SHORT,28575.5,28579.5,STOP,-4.0,0.75,-1.0,BALANCE,0.3193900908099422,HOLD
REPLAY_003012,NQM6.CME@RITHMIC,LONG,28577.25,28573.25,STOP,3.25,-4.0,-1.0,BALANCE,0.6344839027815177,HOLD
REPLAY_003013,ESM6.CME@RITHMIC,LONG,7369.75,7369.75,NO_EXIT,0.25,-2.25,0.0,BALANCE,0.41067426422930114,HOLD
REPLAY_003014,NQM6.CME@RITHMIC,SHORT,28580.5,28574.5,TARGET1,0.0,6.25,1.5,BALANCE,0.3794666486386139,HOLD
REPLAY_003015,ESM6.CME@RITHMIC,SHORT,7369.5,7369.5,NO_EXIT,-0.25,2.25,0.0,BALANCE,0.2815907634742082,HOLD
REPLAY_003016,ESM6.CME@RITHMIC,SHORT,7369.5,7369.5,NO_EXIT,-0.25,2.75,0.0,BALANCE,0.5784681363058229,HOLD
REPLAY_003017,ESM6.CME@RITHMIC,SHORT,7369.25,7369.25,NO_EXIT,-0.25,2.5,0.0,BALANCE,0.5206567042193726,HOLD
REPLAY_003018,NQM6.CME@RITHMIC,SHORT,28573.0,28567.0,TARGET1,-2.75,6.0,1.5,BALANCE,0.6214429077670754,HOLD
REPLAY_003019,ESM6.CME@RITHMIC,SHORT,7368.25,7368.25,NO_EXIT,-1.0,1.75,0.0,BALANCE,0.5529199907819713,HOLD
REPLAY_003020,ESM6.CME@RITHMIC,LONG,7368.25,7368.25,NO_EXIT,1.0,-2.0,0.0,BALANCE,0.8149812272646967,HOLD
REPLAY_003021,ESM6.CME@RITHMIC,LONG,7368.25,7368.25,NO_EXIT,1.0,-2.0,0.0,BALANCE,0.29906824461759235,HOLD
REPLAY_003022,ESM6.CME@RITHMIC,SHORT,7369.0,7369.0,NO_EXIT,-0.25,2.75,0.0,BALANCE,0.755618037849318,HOLD
REPLAY_003023,ESM6.CME@RITHMIC,LONG,7368.5,7368.5,NO_EXIT,0.5,-2.25,0.0,BALANCE,0.4243251024985334,HOLD
REPLAY_003024,NQM6.CME@RITHMIC,LONG,28570.0,28566.0,STOP,3.5,-4.0,-1.0,BALANCE,0.6225908838320694,HOLD
REPLAY_003025,NQM6.CME@RITHMIC,SHORT,28570.5,28564.5,TARGET1,-3.0,6.0,1.5,BALANCE,0.3561099931661017,HOLD
REPLAY_003026,ESM6.CME@RITHMIC,SHORT,7368.75,7368.75,NO_EXIT,-0.25,3.25,0.0,BALANCE,0.8389616686576864,HOLD
REPLAY_003027,NQM6.CME@RITHMIC,LONG,28568.75,28564.75,STOP,0.0,-4.0,-1.0,BALANCE,0.47910299356260466,HOLD
REPLAY_003028,NQM6.CME@RITHMIC,LONG,28564.0,28560.0,STOP,5.25,-4.0,-1.0,BALANCE,0.7090917186114617,HOLD
REPLAY_003029,ESM6.CME@RITHMIC,SHORT,7368.5,7368.5,NO_EXIT,0.0,3.75,0.0,BALANCE,0.4587793991406373,HOLD
REPLAY_003030,NQM6.CME@RITHMIC,SHORT,28566.0,28560.0,TARGET1,-0.25,6.0,1.5,BALANCE,0.8367627862403011,HOLD
REPLAY_003031,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-1.0,3.0,0.0,BALANCE,0.32924849766637615,HOLD
REPLAY_003032,ESM6.CME@RITHMIC,LONG,7367.0,7367.0,NO_EXIT,1.0,-3.0,0.0,BALANCE,0.27258407315416755,HOLD
REPLAY_003033,ESM6.CME@RITHMIC,LONG,7366.75,7366.75,NO_EXIT,1.25,-2.75,0.0,BALANCE,0.6870128842022425,HOLD
REPLAY_003034,ESM6.CME@RITHMIC,SHORT,7367.25,7367.25,NO_EXIT,-0.75,3.25,0.0,BALANCE,0.5086372559777699,HOLD
REPLAY_003035,NQM6.CME@RITHMIC,SHORT,28558.5,28562.5,STOP,-4.0,3.5,-1.0,BALANCE,0.3792563681278584,HOLD
REPLAY_003036,ESM6.CME@RITHMIC,LONG,7367.0,7367.0,NO_EXIT,1.0,-3.0,0.0,BALANCE,0.573746074519328,HOLD
REPLAY_003037,ESM6.CME@RITHMIC,SHORT,7367.0,7367.0,NO_EXIT,-1.0,3.0,0.0,BALANCE,0.701877004375334,HOLD
REPLAY_003038,ESM6.CME@RITHMIC,SHORT,7368.0,7368.0,NO_EXIT,0.0,4.0,0.0,BALANCE,0.6477425408445011,HOLD
REPLAY_003039,ESM6.CME@RITHMIC,LONG,7367.0,7367.0,NO_EXIT,0.25,-3.0,0.0,BALANCE,0.6274883615657239,HOLD
REPLAY_003040,NQM6.CME@RITHMIC,LONG,28560.25,28556.25,STOP,0.25,-4.0,-1.0,BALANCE,0.5115904488403801,HOLD
REPLAY_003041,NQM6.CME@RITHMIC,SHORT,28555.25,28549.25,TARGET1,-3.5,6.0,1.5,BALANCE,0.3675379174023157,HOLD
REPLAY_003042,NQM6.CME@RITHMIC,LONG,28556.25,28552.25,STOP,0.0,-4.0,-1.0,BALANCE,0.4915663974434273,HOLD
REPLAY_003043,NQM6.CME@RITHMIC,LONG,28552.5,28548.5,STOP,1.0,-4.0,-1.0,BALANCE,0.31660339401359183,HOLD
REPLAY_003044,ESM6.CME@RITHMIC,SHORT,7365.0,7365.0,NO_EXIT,-1.0,1.0,0.0,BALANCE,0.6798315847434206,HOLD
REPLAY_003045,NQM6.CME@RITHMIC,LONG,28550.25,28556.25,TARGET1,6.0,-0.5,1.5,BALANCE,0.47791231921170546,HOLD
REPLAY_003046,NQM6.CME@RITHMIC,LONG,28550.25,28556.25,TARGET1,6.0,-0.5,1.5,BALANCE,0.45806642596307395,HOLD
REPLAY_003047,ESM6.CME@RITHMIC,LONG,7364.5,7364.5,NO_EXIT,1.5,-0.5,0.0,BALANCE,0.572433211439689,HOLD
REPLAY_003048,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-1.75,0.25,0.0,BALANCE,0.7456419697311834,HOLD
REPLAY_003049,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,-1.25,0.75,0.0,BALANCE,0.6309129575786824,HOLD
REPLAY_003050,ESM6.CME@RITHMIC,LONG,7365.0,7365.0,NO_EXIT,1.0,-1.5,0.0,BALANCE,0.36113767993143053,HOLD
REPLAY_003051,ESM6.CME@RITHMIC,LONG,7365.25,7365.25,NO_EXIT,0.75,-1.75,0.0,BALANCE,0.773371367837458,HOLD
REPLAY_003052,NQM6.CME@RITHMIC,LONG,28557.0,28563.0,TARGET1,6.0,0.0,1.5,BALANCE,0.5370110822464302,HOLD
REPLAY_003053,ESM6.CME@RITHMIC,SHORT,7365.25,7365.25,NO_EXIT,-0.75,1.75,0.0,BALANCE,0.28557945620130076,HOLD
REPLAY_003054,NQM6.CME@RITHMIC,SHORT,28565.0,28559.0,TARGET1,-1.75,6.0,1.5,BALANCE,0.4044619780208987,HOLD
REPLAY_003055,ESM6.CME@RITHMIC,LONG,7365.5,7365.5,NO_EXIT,0.5,-2.0,0.0,BALANCE,0.5971520761521363,HOLD
REPLAY_003056,ESM6.CME@RITHMIC,SHORT,7365.25,7365.25,NO_EXIT,-0.75,1.75,0.0,BALANCE,0.7608178729949561,HOLD
REPLAY_003057,NQM6.CME@RITHMIC,SHORT,28560.25,28554.25,TARGET1,-1.0,6.0,1.5,BALANCE,0.6113045646511618,HOLD
REPLAY_003058,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,1.25,-1.5,0.0,BALANCE,0.6915856049967108,HOLD
REPLAY_003059,ESM6.CME@RITHMIC,LONG,7365.0,7365.0,NO_EXIT,1.0,-2.25,0.0,BALANCE,0.30313013836830144,HOLD
REPLAY_003060,ESM6.CME@RITHMIC,LONG,7365.0,7365.0,NO_EXIT,1.0,-3.0,0.0,BALANCE,0.47474352704358236,HOLD
REPLAY_003061,ESM6.CME@RITHMIC,SHORT,7365.25,7365.25,NO_EXIT,0.0,3.25,0.0,BALANCE,0.32366969862521183,HOLD
REPLAY_003062,ESM6.CME@RITHMIC,LONG,7364.5,7364.5,NO_EXIT,0.5,-2.75,0.0,BALANCE,0.801799605012216,HOLD
REPLAY_003063,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,0.0,3.25,0.0,BALANCE,0.5719947302746853,HOLD
REPLAY_003064,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-0.5,3.5,0.0,BALANCE,0.3475033945925653,HOLD
REPLAY_003065,ESM6.CME@RITHMIC,LONG,7364.0,7364.0,NO_EXIT,0.75,-3.25,0.0,BALANCE,0.4484460207859785,HOLD
REPLAY_003066,NQM6.CME@RITHMIC,LONG,28550.25,28556.25,TARGET1,6.75,-1.5,1.5,BALANCE,0.805756101024872,HOLD
REPLAY_003067,ESM6.CME@RITHMIC,LONG,7363.75,7363.75,NO_EXIT,1.0,-3.25,0.0,BALANCE,0.539883742548347,HOLD
REPLAY_003068,ESM6.CME@RITHMIC,SHORT,7364.5,7364.5,NO_EXIT,-0.25,4.25,0.0,BALANCE,0.6410077205583476,HOLD
REPLAY_003069,ESM6.CME@RITHMIC,SHORT,7363.75,7363.75,NO_EXIT,-0.75,3.75,0.0,BALANCE,0.3674499224361097,HOLD
REPLAY_003070,ESM6.CME@RITHMIC,LONG,7363.75,7363.75,NO_EXIT,0.75,-3.75,0.0,BALANCE,0.7531945182319278,HOLD
REPLAY_003071,NQM6.CME@RITHMIC,SHORT,28552.75,28556.75,STOP,-4.25,0.5,-1.0,BALANCE,0.6105241146206231,HOLD
REPLAY_003072,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-0.25,4.75,0.0,BALANCE,0.41425947862006707,HOLD
REPLAY_003073,ESM6.CME@RITHMIC,LONG,7363.25,7363.25,NO_EXIT,0.5,-3.75,0.0,BALANCE,0.553553695251405,HOLD
REPLAY_003074,ESM6.CME@RITHMIC,LONG,7362.75,7362.75,NO_EXIT,0.0,-3.25,0.0,BALANCE,0.4303687111040136,HOLD
REPLAY_003075,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,0.5,-2.5,0.0,BALANCE,0.5414944300727214,HOLD
REPLAY_003076,ESM6.CME@RITHMIC,LONG,7362.25,7362.25,NO_EXIT,0.25,-3.0,0.0,BALANCE,0.3376165817154866,HOLD
REPLAY_003077,ESM6.CME@RITHMIC,LONG,7362.25,7362.25,NO_EXIT,0.25,-3.25,0.0,BALANCE,0.5240714404071064,HOLD
REPLAY_003078,ESM6.CME@RITHMIC,SHORT,7361.75,7361.75,NO_EXIT,0.0,3.0,0.0,BALANCE,0.46192027792767476,HOLD
REPLAY_003079,NQM6.CME@RITHMIC,LONG,28539.25,28535.25,STOP,1.25,-4.0,-1.0,BALANCE,0.7890142485376086,HOLD
REPLAY_003080,ESM6.CME@RITHMIC,LONG,7361.0,7361.0,NO_EXIT,0.25,-2.25,0.0,BALANCE,0.7790573252853049,HOLD
REPLAY_003081,ESM6.CME@RITHMIC,LONG,7360.75,7360.75,NO_EXIT,1.25,-2.0,0.0,BALANCE,0.6326369049370077,HOLD
REPLAY_003082,NQM6.CME@RITHMIC,LONG,28537.25,28533.25,STOP,1.25,-4.0,-1.0,BALANCE,0.34740593481707716,HOLD
REPLAY_003083,NQM6.CME@RITHMIC,SHORT,28537.75,28531.75,TARGET1,-0.75,6.0,1.5,BALANCE,0.5418889381757227,HOLD
REPLAY_003084,NQM6.CME@RITHMIC,LONG,28534.25,28540.25,TARGET1,6.0,-3.75,1.5,BALANCE,0.7820434906981472,HOLD
REPLAY_003085,NQM6.CME@RITHMIC,SHORT,28532.0,28536.0,STOP,-4.0,1.5,-1.0,BALANCE,0.7089550883318265,HOLD
REPLAY_003086,ESM6.CME@RITHMIC,SHORT,7360.25,7364.25,STOP,-4.0,1.5,-1.0,BALANCE,0.7230546762592204,HOLD
REPLAY_003087,ESM6.CME@RITHMIC,LONG,7360.25,7360.25,NO_EXIT,5.0,-1.5,0.0,BALANCE,0.2895722584452463,HOLD
REPLAY_003088,NQM6.CME@RITHMIC,LONG,28537.25,28533.25,STOP,4.0,-4.25,-1.0,BALANCE,0.5496040392817083,HOLD
REPLAY_003089,ESM6.CME@RITHMIC,SHORT,7360.5,7364.5,STOP,-4.0,1.75,-1.0,BALANCE,0.27946447430155896,HOLD
REPLAY_003090,NQM6.CME@RITHMIC,LONG,28537.75,28533.75,STOP,0.0,-4.0,-1.0,BALANCE,0.6453192214756784,HOLD
REPLAY_003091,ESM6.CME@RITHMIC,SHORT,7359.75,7363.75,STOP,-4.0,1.0,-1.0,BALANCE,0.38792485216362577,HOLD
REPLAY_003092,ESM6.CME@RITHMIC,SHORT,7359.25,7363.25,STOP,-4.0,0.5,-1.0,BALANCE,0.2790934914322121,HOLD
REPLAY_003093,ESM6.CME@RITHMIC,LONG,7359.25,7365.25,TARGET1,6.0,-0.5,1.5,BALANCE,0.7122574220289174,HOLD
REPLAY_003094,ESM6.CME@RITHMIC,SHORT,7359.25,7363.25,STOP,-4.0,0.5,-1.0,BALANCE,0.8296969264405544,HOLD
REPLAY_003095,NQM6.CME@RITHMIC,SHORT,28535.75,28539.75,STOP,-4.0,1.0,-1.0,BALANCE,0.5551879356062767,HOLD
REPLAY_003096,ESM6.CME@RITHMIC,SHORT,7361.0,7365.0,STOP,-4.0,1.75,-1.0,BALANCE,0.536867759670915,HOLD
REPLAY_003097,NQM6.CME@RITHMIC,SHORT,28554.75,28558.75,STOP,-4.0,2.0,-1.0,BALANCE,0.7523707786527092,HOLD
REPLAY_003098,NQM6.CME@RITHMIC,SHORT,28556.0,28560.0,STOP,-4.0,0.25,-1.0,BALANCE,0.592820557347346,HOLD
REPLAY_003099,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,2.0,-0.75,0.0,BALANCE,0.6223929479696636,HOLD
REPLAY_003100,NQM6.CME@RITHMIC,SHORT,28564.5,28568.5,STOP,-4.0,1.5,-1.0,BALANCE,0.7814946960469837,HOLD
REPLAY_003101,ESM6.CME@RITHMIC,SHORT,7364.25,7364.25,NO_EXIT,-2.5,3.25,0.0,BALANCE,0.8091053841196746,HOLD
REPLAY_003102,ESM6.CME@RITHMIC,SHORT,7364.5,7364.5,NO_EXIT,-2.25,3.5,0.0,BALANCE,0.42139040820941376,HOLD
REPLAY_003103,ESM6.CME@RITHMIC,SHORT,7364.75,7364.75,NO_EXIT,-2.0,3.75,0.0,BALANCE,0.31982318003146526,HOLD
REPLAY_003104,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,2.0,-3.75,0.0,BALANCE,0.3537709664412661,HOLD
REPLAY_003105,ESM6.CME@RITHMIC,LONG,7365.75,7361.75,STOP,1.0,-4.0,-1.0,BALANCE,0.3831992010498622,HOLD
REPLAY_003106,ESM6.CME@RITHMIC,LONG,7365.5,7361.5,STOP,1.25,-4.0,-1.0,BALANCE,0.6576427873588263,HOLD
REPLAY_003107,ESM6.CME@RITHMIC,SHORT,7365.0,7365.0,NO_EXIT,-1.75,4.0,0.0,BALANCE,0.5113592650209088,HOLD
REPLAY_003108,ESM6.CME@RITHMIC,LONG,7365.5,7361.5,STOP,0.75,-4.0,-1.0,BALANCE,0.5761145548394101,HOLD
REPLAY_003109,NQM6.CME@RITHMIC,SHORT,28573.5,28567.5,TARGET1,-1.25,6.0,1.5,BALANCE,0.35055997432225694,HOLD
REPLAY_003110,NQM6.CME@RITHMIC,SHORT,28565.25,28559.25,TARGET1,-2.5,6.0,1.5,BALANCE,0.6332769145782827,HOLD
REPLAY_003111,ESM6.CME@RITHMIC,LONG,7364.75,7364.75,NO_EXIT,0.75,-3.75,0.0,BALANCE,0.27218450113492565,HOLD
REPLAY_003112,ESM6.CME@RITHMIC,LONG,7364.0,7364.0,NO_EXIT,1.25,-3.0,0.0,BALANCE,0.40894255061506934,HOLD
REPLAY_003113,ESM6.CME@RITHMIC,SHORT,7363.25,7363.25,NO_EXIT,-1.25,2.0,0.0,BALANCE,0.3886966285808015,HOLD
REPLAY_003114,ESM6.CME@RITHMIC,SHORT,7363.0,7363.0,NO_EXIT,-1.5,1.75,0.0,BALANCE,0.8141062968413991,HOLD
REPLAY_003115,ESM6.CME@RITHMIC,SHORT,7362.75,7362.75,NO_EXIT,-1.75,1.5,0.0,BALANCE,0.36315729889806425,HOLD
REPLAY_003116,ESM6.CME@RITHMIC,LONG,7362.75,7362.75,NO_EXIT,1.75,-1.5,0.0,BALANCE,0.27298172695172235,HOLD
REPLAY_003117,NQM6.CME@RITHMIC,LONG,28558.0,28564.0,TARGET1,6.25,-1.25,1.5,BALANCE,0.7866056186371376,HOLD
REPLAY_003118,NQM6.CME@RITHMIC,SHORT,28563.75,28567.75,STOP,-4.5,2.25,-1.0,BALANCE,0.7771725909493825,HOLD
REPLAY_003119,NQM6.CME@RITHMIC,LONG,28565.75,28561.75,STOP,1.5,-4.0,-1.0,BALANCE,0.7238340051646236,HOLD
REPLAY_003120,ESM6.CME@RITHMIC,LONG,7363.0,7363.0,NO_EXIT,1.25,-1.75,0.0,BALANCE,0.5179628638337955,HOLD
REPLAY_003121,ESM6.CME@RITHMIC,SHORT,7362.25,7362.25,NO_EXIT,-2.0,1.0,0.0,BALANCE,0.3699665747913695,HOLD
REPLAY_003122,ESM6.CME@RITHMIC,LONG,7362.25,7362.25,NO_EXIT,2.0,-1.0,0.0,BALANCE,0.32130967551792156,HOLD
REPLAY_003123,ESM6.CME@RITHMIC,SHORT,7362.0,7362.0,NO_EXIT,-3.0,0.75,0.0,BALANCE,0.6500046295661457,HOLD
REPLAY_003124,NQM6.CME@RITHMIC,LONG,28552.25,28548.25,STOP,3.0,-4.0,-1.0,BALANCE,0.7905113831442523,HOLD
REPLAY_003125,NQM6.CME@RITHMIC,LONG,28548.0,28554.0,TARGET1,6.0,-0.5,1.5,BALANCE,0.5768698845612099,HOLD
REPLAY_003126,ESM6.CME@RITHMIC,SHORT,7361.75,7361.75,NO_EXIT,-3.25,0.0,0.0,BALANCE,0.5177663407889749,HOLD
REPLAY_003127,NQM6.CME@RITHMIC,SHORT,28557.0,28561.0,STOP,-4.25,4.0,-1.0,BALANCE,0.7014859001564665,HOLD
REPLAY_003128,ESM6.CME@RITHMIC,LONG,7362.0,7362.0,NO_EXIT,3.5,-0.25,0.0,BALANCE,0.5844644991376333,HOLD
REPLAY_003129,ESM6.CME@RITHMIC,LONG,7363.5,7363.5,NO_EXIT,2.0,-0.75,0.0,BALANCE,0.5956016675203964,HOLD
REPLAY_003130,NQM6.CME@RITHMIC,LONG,28566.0,28572.0,TARGET1,6.0,-3.75,1.5,BALANCE,0.5897031327556188,HOLD
REPLAY_003131,ESM6.CME@RITHMIC,SHORT,7363.0,7363.0,NO_EXIT,-2.5,0.25,0.0,BALANCE,0.4369877274960528,HOLD
REPLAY_003132,ESM6.CME@RITHMIC,LONG,7363.5,7363.5,NO_EXIT,2.25,-0.5,0.0,BALANCE,0.4324748016480923,HOLD
REPLAY_003133,ESM6.CME@RITHMIC,SHORT,7363.5,7363.5,NO_EXIT,-2.75,0.5,0.0,BALANCE,0.4719680233185278,HOLD
REPLAY_003134,ESM6.CME@RITHMIC,LONG,7363.75,7363.75,NO_EXIT,3.0,-0.75,0.0,BALANCE,0.2876225197437611,HOLD
REPLAY_003135,ESM6.CME@RITHMIC,SHORT,7363.75,7363.75,NO_EXIT,-3.0,0.75,0.0,BALANCE,0.47248882378954676,HOLD
